Project Name,Country,Country Full Name,Region,Date Online,Status,Technology Category,Production Technology,Carbon Capture,Type of Electricity Used for Production,Hydrogen Product,End Use,IEA zero-carbon estimated normalized capacity,Electricty Used Color(Feedstock),Latitude,Longitude
3 x 1250 kW projects in USA,USA,United States,North America,2000,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,721.15,Pink - Nuclear,37.09024,-95.712891
1 x 500 kW projects in USA,USA,United States,North America,2000,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,96.15,Pink - Nuclear,37.09024,-95.712891
1 x 500 kW projects in USA,USA,United States,North America,2021,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,96.15,Pink - Nuclear,37.09024,-95.712891
18x180 kW projects in USA,USA,United States,North America,2000,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,623.08,Pink - Nuclear,37.09024,-95.712891
4x180 kW projects in USA,USA,United States,North America,2021,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,138.46,Pink - Nuclear,37.09024,-95.712891
12 x 120 kW projects in USA,USA,United States,North America,2000,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,276.92,Pink - Nuclear,37.09024,-95.712891
2 x 120 kW projects in USA,USA,United States,North America,2021,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,46.15,Pink - Nuclear,37.09024,-95.712891
"Frontier Energy, H2@Scale - gasification",USA,United States,North America,2020,DEMO,Electrolysis,Unknown PtX,No,Other,H2,Power,35.11,Green - Renewables,37.09024,-95.712891
Foresa-Iberdrola Green Methanol (phase 1),ESP,Spain,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Other,MeOH,Methanol,4444.44,Green - Renewables,40.463667,-3.74922
Foresa-Iberdrola Green Methanol (phase 2),ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,MeOH,Methanol,40000,Green - Renewables,40.463667,-3.74922
Danskammer Energy - Newburgh,USA,United States,North America,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Power,0,Green - Renewables,37.09024,-95.712891
Balico - Virginia,USA,United States,North America,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Power,0,Green - Renewables,37.09024,-95.712891
"Harrison Power Project in Cadiz, Ohio",USA,United States,North America,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Power,0,Green - Renewables,37.09024,-95.712891
Western Green Energy Hub,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,4619363.52,Green - Renewables,-25.274398,133.775136
APA Renewable Methane Demonstration Project,AUS,Australia,Asia and Pacific,2023,DEMO,Electrolysis,Unknown PtX,No,Solar PV,CH4,CH4 Grid Injection,1.11,Green - Renewables,-25.274398,133.775136
Bio-Hydrogen Demonstration Plant,USA,United States,North America,,DEMO,Biomass,Waste gasification,No,Other,H2,Refining,0.01,Brown - Biomass ,37.09024,-95.712891
Bundaberg Hydrogen Hub,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,17777.78,Green - Renewables,-25.274398,133.775136
Daintree Microgrid Project,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Power,0,Green - Renewables,-25.274398,133.775136
Christmas Creek Renewable Hydrogen Mobility Project,AUS,Australia,Asia and Pacific,2022,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Transportation,134.62,Pink - Nuclear,-25.274398,133.775136
ABEL Energy Bell Bay Powerfuels Project,AUS,Australia,Asia and Pacific,2023,Feasibility study,Electrolysis,Unknown PtX,No,Other,MeOH,Methanol,22222.22,Green - Renewables,-25.274398,133.775136
Grange Resources Renewable Hydrogen,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Other Industries,21111.11,Green - Renewables,-25.274398,133.775136
Melbourne Hydrogen Hub,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Grid,H2,Transportation,1923.08,Pink - Nuclear,-25.274398,133.775136
Melbourne Hydrogen Hub,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,11111.11,Green - Renewables,-25.274398,133.775136
Swinburne University of Technology Victorian Hydrogen Hub – CSIRO Hydrogen Refuelling Station,AUS,Australia,Asia and Pacific,2022,Feasibility study,Electrolysis,Unknown PtX,No,Grid,H2,Transportation,9.36,Green - Renewables,-25.274398,133.775136
Agnes Energy Hub,ITA,Italy,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,0,Green - Renewables,41.87194,12.56738
"Konin Power Plant, phase 2",POL,Poland,Europe,2022,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Transportation,480.77,Pink - Nuclear,51.919438,19.145136
"Konin Power Plant, phase 3",POL,Poland,Europe,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Transportation,8653.85,Pink - Nuclear,51.919438,19.145136
AquaSector (AquaVentus phase 2),DEU,Germany,Europe,2028,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Synfuels,60444.44,Green - Renewables,51.165691,10.451526
Port of Mukran,DEU,Germany,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Other Industries,3111.11,Green - Renewables,51.165691,10.451526
H2Mare,DEU,Germany,Europe,2026,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Synfuels,2692.31,Pink - Nuclear,51.165691,10.451526
"Green Crane - La Robla, Phase 2",ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Research,31111.11,Green - Renewables,40.463667,-3.74922
"Meirama plant, phase 2",ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Onshore wind,H2,Iron & Steel,33333.33,Green - Renewables,40.463667,-3.74922
Freienbach plant,CHE,Switzerland,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Grid,H2,Transportation,2222.22,Green - Renewables,46.818188,8.227512
"Siemens-Air Liquide Oberhausen, Phase 1",DEU,Germany,Europe,2023,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,3846.15,Pink - Nuclear,51.165691,10.451526
"Siemens-Air Liquide Oberhausen, Phase 1",DEU,Germany,Europe,2023,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,1923.08,Pink - Nuclear,51.165691,10.451526
Trafford Low Carbon Energy Park,GBR,United Kingdom,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,44444.44,Green - Renewables,55.378051,-3.435973
Hidrógeno Verde Bahía Quintero,CHL,Chile,Central and South America,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Solar PV,H2,Transportation,2173.91,Green - Renewables,-35.675147,-71.542969
Wintershall Dea - VNG Turquoise H2 project,DEU,Germany,Europe,2023,DEMO,Natural Gas,Methane pyrolysis,No,Other,H2,Research,187.27,Turquoise - Nat Gas Pyrolysis,51.165691,10.451526
"Green fertilizer project Porsgrunn-Heroya, phase 2",NOR,Norway,Europe,2028,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,87169.88,Green - Renewables,60.472024,8.468946
"Green fertilizer project Porsgrunn-Heroya, phase 3",NOR,Norway,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,27716.18,Green - Renewables,60.472024,8.468946
Finnmark green NH3,NOR,Norway,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,0,Green - Renewables,60.472024,8.468946
Yarwun alumina refinery,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Other Industries,0,Green - Renewables,-25.274398,133.775136
H2V Las Tortolas,CHL,Chile,Central and South America,2021,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Transportation,0.94,Pink - Nuclear,-35.675147,-71.542969
Sonam Nurboo Memorial Hopsital,IND,India,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Power,5555.56,Green - Renewables,20.593684,78.96288
Hydrogen hub in Southland,NZL,New Zealand,Asia and Pacific,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,-40.900557,174.885971
Hokkaido green hydrogen plant,JPN,Japan,Asia and Pacific,2024,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Iron & Steel,705.45,Green - Renewables,36.204824,138.252924
BP-Shell Trinidad and Tobago green NH3,TTO,Trinidad and Tobago,Central and South America,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,Ammonia,Ammonia,34887.9,Green - Renewables,10.691803,-61.222503
"MMEX - Pecos, Texas",USA,United States,North America,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Research,23408.24,Pink - Nuclear,37.09024,-95.712891
Energy-Norweigian Catapult Centre,NOR,Norway,Europe,2022,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Research,195.65,Green - Renewables,60.472024,8.468946
Raven - Republic Services H2 from waste plant,USA,United States,North America,2022,Feasibility study,Biomass,Waste gasification,Yes,Other,H2,Research,2565.29,Brown - Biomass ,37.09024,-95.712891
Imperial Oil renewable diesel,CAN,Canada,North America,2024,Feasibility study,Natural Gas,Steam Reforming,No,Other,H2,Biofuels,62688.22,Grey - Nat Gas Reforming,56.130366,-106.346771
Javelina refinery,USA,United States,North America,,Concept,Natural Gas,Steam Reforming,No,Other,H2,Refining,0,Grey - Nat Gas Reforming,37.09024,-95.712891
"Cromarty Hydrogen Project, phase 1",GBR,United Kingdom,Europe,2024,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,9615.38,Pink - Nuclear,55.378051,-3.435973
North Dakota Hydrogen Hub (former Great Plains Synfuel Plant),USA,United States,North America,2026,Feasibility study,Natural Gas,Autothermal Reforming,No,Other,H2,Research,0,Grey - Nat Gas Reforming,37.09024,-95.712891
Octopus Hydrogen,GBR,United Kingdom,Europe,2022,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Research,195.65,Green - Renewables,55.378051,-3.435973
HEVO-Sul,PRT,Portugal,Europe,2022,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Ammonia,536.14,Pink - Nuclear,39.399872,-8.224454
NEL - Nikola Agreement H2 refuelling stations in USA (1st phase),USA,United States,North America,2022,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,18888.89,Green - Renewables,37.09024,-95.712891
HYVALUE,ESP,Spain,Europe,2025,Feasibility study,Biomass,Waste gasification,No,Other,H2,Transportation,2052.23,Brown - Biomass ,40.463667,-3.74922
SunHy,ESP,Spain,Europe,2025,Feasibility study,Biomass,Photoelectrocatalytic technology,No,Other,H2,Research,256.53,Brown - Biomass ,40.463667,-3.74922
H2 Valcamonica,ITA,Italy,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,1064.59,Green - Renewables,41.87194,12.56738
H2 Évora - GreenGas I,PRT,Portugal,Europe,2021,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Research,19.24,Pink - Nuclear,39.399872,-8.224454
H2 Évora - GreenGas II,PRT,Portugal,Europe,2022,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Grid Injection,57.72,Pink - Nuclear,39.399872,-8.224454
PRIO ENERGY,PRT,Portugal,Europe,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Transportation,179.57,Pink - Nuclear,39.399872,-8.224454
KEME ENERGY,PRT,Portugal,Europe,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Research,179.57,Pink - Nuclear,39.399872,-8.224454
HEVO-Sines,PRT,Portugal,Europe,2026,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,Various,Ammonia,115384.62,Pink - Nuclear,39.399872,-8.224454
HEVO-Morocco,MAR,Morocco,Africa,2026,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,Ammonia,Ammonia,39761.94,Pink - Nuclear,31.791702,-7.09262
OceanH2,ESP,Spain,Europe,,DEMO,Electrolysis,Unknown PtX,No,Offshore wind,H2,Synfuels,0,Green - Renewables,40.463667,-3.74922
TAQA-Emirates Steel Green H2,ARE,United Arab Emirates,Middle East,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Iron & Steel,0,Green - Renewables,23.424076,53.847818
Salamander,GBR,United Kingdom,Europe,,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Domestic Heat,2222.22,Green - Renewables,55.378051,-3.435973
Cairo Green Hydrogen,EGY,Egypt,Africa,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,0,Green - Renewables,26.820553,30.802498
HRS Murcia,ESP,Spain,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,1111.11,Green - Renewables,40.463667,-3.74922
Tokyo Sewage-to-H2 plant,JPN,Japan,Asia and Pacific,2021,Operational,Biomass,Waste gasification,No,Other,H2,Transportation,21.07,Brown - Biomass ,36.204824,138.252924
Inner Mongolia green hydrogen,CHN,China,Asia and Pacific,2023,FID,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,85808.83,Green - Renewables,35.86166,104.195397
Heroya Industrial Park,NOR,Norway,Europe,2022,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Research,1100,Green - Renewables,60.472024,8.468946
H2 Energy Europe Esbjerg green hydrogen,DNK,Denmark,Europe,2025,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,CH4 Grid Injection,192307.69,Pink - Nuclear,56.26392,9.501785
HBIS DRI in Xuanshan,CHN,China,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,0,Green - Renewables,35.86166,104.195397
Itochu/Petronas ammonia project,CAN,Canada,North America,2026,Concept,Natural Gas,Steam Reforming,Yes,Other,Ammonia,Ammonia,0,Grey - Nat Gas Reforming,56.130366,-106.346771
Lindsey refinery,GBR,United Kingdom,Europe,2029,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Refining,137914.09,Grey - Nat Gas Reforming,55.378051,-3.435973
ArcelorMittal Hamburg,DEU,Germany,Europe,2025,FID,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,11111.11,Green - Renewables,51.165691,10.451526
Power-to-gas Coquimbo,CHL,Chile,Central and South America,2022,FID,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Grid Injection,33.33,Green - Renewables,-35.675147,-71.542969
ENERTRAG-Sunfire (Prenzlau),DEU,Germany,Europe,2022,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,2173.91,Green - Renewables,51.165691,10.451526
Shell heavy residue gasification CCUS - Pernis refinery ,NLD,Netherlands,Europe,2024,Feasibility study,Oil,Oil Residue Gassification,Yes,Other,H2,Refining,59845.48,Blue - Nat Gas Coal&Oil,52.132633,5.291266
Repsol - Basque Corridor,ESP,Spain,Europe,2022,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Refining,543.48,Green - Renewables,40.463667,-3.74922
Southland green hydrogen project,NZL,New Zealand,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,133333.33,Green - Renewables,-40.900557,174.885971
TotalEnergies’ Normandy platform - CCUS,FRA,France,Europe,2030,Concept,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,46.227638,2.213749
TotalEnergies’ Normandy platform - Electrolysis,FRA,France,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,46.227638,2.213749
Vlissingen - VoltH2 - phase II,NLD,Netherlands,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,16666.67,Green - Renewables,52.132633,5.291266
Terneuzen - VoltH2 - phase I,NLD,Netherlands,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,5555.56,Green - Renewables,52.132633,5.291266
Belgium - VoltH2,BEL,Belgium,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,5555.56,Green - Renewables,50.503887,4.469936
Green Wolverine,SWE,Sweden,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,133333.33,Green - Renewables,60.128161,18.643501
Atmosfair,DEU,Germany,Europe,2021,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,Synfuels,Synfuels,240.38,Pink - Nuclear,51.165691,10.451526
PYROCO2,NOR,Norway,Europe,2025,DEMO,Electrolysis,Unknown PtX,No,Other,Various,Other Industries,529.73,Green - Renewables,60.472024,8.468946
Wartsila - Vaasan,FIN,Finland,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,61.92411,25.748151
Project Nour,MRT,Mauritania,Africa,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Domestic Heat,2222222.22,Green - Renewables,21.00789,-10.940835
Concrete Chemicals - I,DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,MeOH,Methanol,6413.22,Green - Renewables,51.165691,10.451526
Concrete Chemicals - II,DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Solid Oxide Electrolysis Cells,No,Combination Renewable,MeOH,Methanol,789.47,Yellow - Mixed Origin Grid Energy,51.165691,10.451526
H2Perth electrolysis - I,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Grid,Various,Ammonia,55555.56,Green - Renewables,-25.274398,133.775136
H2Perth electrolysis - II,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Grid,Various,Ammonia,611111.11,Green - Renewables,-25.274398,133.775136
H2Perth NG with CCUS - I,AUS,Australia,Asia and Pacific,2027,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,Various,Ammonia,0,Grey - Nat Gas Reforming,-25.274398,133.775136
DelpHYnus (cluster),GBR,United Kingdom,Europe,2027,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,55.378051,-3.435973
Flotta Hydrogen Hub,GBR,United Kingdom,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Synfuels,0,Green - Renewables,55.378051,-3.435973
Air Products Louisiana Clean Energy Complex,USA,United States,North America,2026,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,Various,Refining,626882.21,Grey - Nat Gas Reforming,37.09024,-95.712891
Hypster,FRA,France,Europe,2023,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,192.31,Pink - Nuclear,46.227638,2.213749
Hyphen Hydrogen Energy - phase I,NAM,Namibia,Africa,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,222.22,Green - Renewables,-22.95764,18.49041
Hyphen Hydrogen Energy - phase II,NAM,Namibia,Africa,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,666.67,Green - Renewables,-22.95764,18.49041
Unknown ITM peoject,USA,United States,North America,2023,Concept,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,2307.69,Pink - Nuclear,37.09024,-95.712891
H2TAS - phase II,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,64444.44,Green - Renewables,-25.274398,133.775136
H2TAS - phase III,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,311111.11,Green - Renewables,-25.274398,133.775136
